# x y rho rho*u rho*v rho*E
   0.0256561     0.027903      1.60517     0.647237     0.298117      7.94971
   0.0286454    0.0292987      1.58681      0.66958     0.288823      7.81629
   0.0318273    0.0306907      1.56968     0.690597     0.279334      7.69192
   0.0352077    0.0320786      1.55374      0.71012     0.269656      7.57644
   0.0387937    0.0334618       1.5389     0.728219     0.259768      7.46881
   0.0425941    0.0348404      1.52464     0.745242     0.249912      7.36522
    0.046624     0.036216      1.51068     0.761365     0.240182      7.26371
   0.0508931    0.0375875      1.49706     0.776647     0.230543      7.16454
   0.0554084    0.0389529      1.48385      0.79108     0.220974      7.06841
   0.0601779    0.0403105      1.47122     0.804645     0.211448      6.97632
   0.0652101    0.0416584      1.45927     0.817335     0.201954      6.88895
   0.0705143    0.0429948      1.44804     0.829172     0.192494      6.80662
   0.0760996    0.0443178      1.43755     0.840216     0.183077      6.72932
   0.0819759    0.0456251      1.42773     0.850561     0.173737      6.65643
   0.0881531    0.0469145      1.41842     0.860298     0.164514      6.58707
   0.0946421    0.0481838       1.4095      0.86947     0.155449      6.52034
    0.101458    0.0494051      1.40086     0.878062     0.146549       6.4558
     0.10861    0.0505301      1.39263     0.886081     0.137714      6.39405
    0.116089    0.0516232      1.38491     0.893562     0.128906      6.33575
    0.123903    0.0526813       1.3777     0.900512       0.1202      6.28075
    0.132063    0.0537015      1.37094     0.906948     0.111625       6.2287
     0.14058    0.0546809      1.36461     0.912874     0.103178      6.17945
     0.14947     0.055617       1.3587     0.918286    0.0948569      6.13297
    0.158736    0.0565056      1.35319     0.923179    0.0866639      6.08922
    0.168356    0.0573403      1.34803     0.927564    0.0786089      6.04788
    0.178344    0.0581188      1.34312     0.931458    0.0707069      6.00845
    0.188722    0.0588387       1.3384     0.934874    0.0629666      5.97049
     0.19949    0.0594961      1.33382      0.93782    0.0553935      5.93382
    0.210613     0.060097      1.32938     0.940287    0.0479968      5.89841
    0.222117    0.0606283      1.32509     0.942248    0.0407836      5.86439
    0.234015    0.0610869        1.321     0.943682     0.033755      5.83204
    0.246257    0.0614683      1.31714     0.944582     0.026913      5.80171
    0.258874    0.0617709      1.31356     0.944958    0.0202684      5.77359
     0.27185    0.0619923      1.31028     0.944842    0.0138349       5.7478
    0.285156      0.06213       1.3073     0.944279   0.00761847      5.72438
    0.298818     0.062183      1.30464     0.943326   0.00162771      5.70337
    0.312779    0.0621433       1.3023     0.942057  -0.00413565      5.68475
    0.327065     0.062016      1.30028     0.940546  -0.00967016      5.66848
    0.341626    0.0618018      1.29858     0.938865   -0.0149733      5.65458
    0.356469    0.0615006      1.29723     0.937075    -0.020049      5.64308
    0.371553    0.0611139      1.29622     0.935224    -0.024904      5.63404
    0.386876    0.0606422      1.29559     0.933356   -0.0295452      5.62753
    0.402398    0.0600861       1.2953     0.931509    -0.033981      5.62345
     0.41811    0.0594371      1.29535     0.929718   -0.0382197      5.62161
    0.433971    0.0587107      1.29568     0.928013   -0.0422664       5.6217
