x y rho u v p
5.625000 4.000000 1.400000 0.850000 0.000000 6.250000
6.650000 3.000000 1.400000 0.850000 0.000000 6.250000
5.625000 3.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 6.000000 1.400000 0.850000 0.000000 6.250000
-5.650000 5.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 5.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 5.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 6.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 5.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 5.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 6.000000 1.400000 0.850000 0.000000 6.250000
0.500000 5.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 5.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 8.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 7.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 7.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 7.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 8.000000 1.400000 0.850000 0.000000 6.250000
0.500000 7.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 7.000000 1.400000 0.850000 0.000000 6.250000
1.525000 6.000000 1.400000 0.850000 0.000000 6.250000
2.550000 5.000000 1.400000 0.850000 0.000000 6.250000
1.525000 5.000000 1.400000 0.850000 0.000000 6.250000
3.575000 6.000000 1.400000 0.850000 0.000000 6.250000
4.600000 5.000000 1.400000 0.850000 0.000000 6.250000
3.575000 5.000000 1.400000 0.850000 0.000000 6.250000
1.525000 8.000000 1.400000 0.850000 0.000000 6.250000
2.550000 7.000000 1.400000 0.850000 0.000000 6.250000
1.525000 7.000000 1.400000 0.850000 0.000000 6.250000
3.575000 8.000000 1.400000 0.850000 0.000000 6.250000
4.600000 7.000000 1.400000 0.850000 0.000000 6.250000
3.575000 7.000000 1.400000 0.850000 0.000000 6.250000
5.625000 6.000000 1.400000 0.850000 0.000000 6.250000
6.650000 5.000000 1.400000 0.850000 0.000000 6.250000
5.625000 5.000000 1.400000 0.850000 0.000000 6.250000
-1.037500 -5.000000 1.400000 0.850000 -0.000000 6.250000
-1.037500 -4.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -4.500000 1.400000 0.850000 0.000000 6.250000
-0.525000 -4.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -4.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -5.000000 1.400000 0.850000 -0.000000 6.250000
-0.012500 -4.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -4.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -4.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -5.000000 1.400000 0.850000 0.000000 6.250000
1.012500 -4.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -4.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -4.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -5.000000 1.400000 0.850000 0.000000 6.250000
2.037500 -4.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -4.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -4.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 -2.000000 1.400000 0.850000 0.000000 6.250000
-4.112500 -1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -1.500000 1.400000 0.850000 0.000000 6.250000
-3.600000 -1.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 -1.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 0.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 -0.500000 1.400000 0.850000 0.000000 6.250000
-3.600000 -0.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 -0.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -4.000000 1.400000 0.850000 0.000000 6.250000
-3.087500 -3.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -3.500000 1.400000 0.850000 0.000000 6.250000
-2.575000 -3.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -3.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -4.000000 1.400000 0.850000 0.000000 6.250000
-2.062500 -3.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -3.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -3.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -2.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 -2.500000 1.400000 0.850000 0.000000 6.250000
-2.575000 -2.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -2.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -2.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -2.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -3.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -3.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -3.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -3.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -3.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -2.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -2.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -2.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -2.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -2.500000 1.400000 0.850000 -0.000000 6.250000
-0.012500 -2.500000 1.400000 0.850000 -0.000000 6.250000
-3.087500 -1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -1.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -1.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -1.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -1.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -1.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 0.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -0.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -0.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 0.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -0.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -0.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -1.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -1.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -1.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -1.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -1.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 0.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 -0.500000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -3.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -3.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -3.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -3.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -3.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -2.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -2.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -2.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -2.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -2.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -4.000000 1.400000 0.850000 0.000000 6.250000
3.062500 -3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -3.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -3.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -4.000000 1.400000 0.850000 0.000000 6.250000
4.087500 -3.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -3.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -3.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -2.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -2.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -2.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -2.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -2.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -2.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 -1.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -1.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -1.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -1.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -1.500000 1.400000 0.850000 0.000000 6.250000
1.525000 -0.500000 1.400000 0.850000 0.000000 6.250000
1.012500 -0.500000 1.400000 0.850000 0.000000 6.250000
2.037500 0.000000 1.400000 0.850000 0.000000 6.250000
2.550000 -0.500000 1.400000 0.850000 0.000000 6.250000
2.037500 -0.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -1.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -1.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -1.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -1.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -1.500000 1.400000 0.850000 0.000000 6.250000
3.062500 0.000000 1.400000 0.850000 0.000000 6.250000
3.575000 -0.500000 1.400000 0.850000 0.000000 6.250000
3.062500 -0.500000 1.400000 0.850000 0.000000 6.250000
4.087500 0.000000 1.400000 0.850000 0.000000 6.250000
4.600000 -0.500000 1.400000 0.850000 0.000000 6.250000
4.087500 -0.500000 1.400000 0.850000 0.000000 6.250000
5.112500 -2.000000 1.400000 0.850000 0.000000 6.250000
5.112500 -1.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -1.500000 1.400000 0.850000 0.000000 6.250000
5.112500 -1.500000 1.400000 0.850000 0.000000 6.250000
5.112500 0.000000 1.400000 0.850000 0.000000 6.250000
5.625000 -0.500000 1.400000 0.850000 0.000000 6.250000
5.112500 -0.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 1.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 0.500000 1.400000 0.850000 0.000000 6.250000
-3.600000 0.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 0.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 2.000000 1.400000 0.850000 0.000000 6.250000
-4.625000 1.500000 1.400000 0.850000 0.000000 6.250000
-3.600000 1.500000 1.400000 0.850000 0.000000 6.250000
-4.112500 1.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 0.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 0.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 1.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 0.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 0.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 2.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 1.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 1.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 2.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 1.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 1.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 1.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 0.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 0.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 1.000000 1.400000 0.850000 0.000000 6.250000
0.500000 0.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 0.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 2.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 1.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 1.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 2.000000 1.400000 0.850000 0.000000 6.250000
0.500000 1.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 1.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 3.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 2.500000 1.400000 0.850000 0.000000 6.250000
-2.575000 2.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 2.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 3.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 2.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 2.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 4.000000 1.400000 0.850000 0.000000 6.250000
-3.600000 3.500000 1.400000 0.850000 0.000000 6.250000
-2.575000 3.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 3.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 4.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 3.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 3.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 2.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 2.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 3.000000 1.400000 0.850000 0.000000 6.250000
0.500000 2.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 2.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 4.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 3.500000 1.400000 0.850000 -0.000000 6.250000
-1.037500 3.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 4.000000 1.400000 0.850000 -0.000000 6.250000
0.500000 3.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 3.500000 1.400000 0.850000 -0.000000 6.250000
1.012500 1.000000 1.400000 0.850000 0.000000 6.250000
1.525000 0.500000 1.400000 0.850000 0.000000 6.250000
1.012500 0.500000 1.400000 0.850000 0.000000 6.250000
2.037500 1.000000 1.400000 0.850000 0.000000 6.250000
2.550000 0.500000 1.400000 0.850000 0.000000 6.250000
2.037500 0.500000 1.400000 0.850000 0.000000 6.250000
1.012500 2.000000 1.400000 0.850000 0.000000 6.250000
1.525000 1.500000 1.400000 0.850000 0.000000 6.250000
1.012500 1.500000 1.400000 0.850000 0.000000 6.250000
2.037500 2.000000 1.400000 0.850000 0.000000 6.250000
2.550000 1.500000 1.400000 0.850000 0.000000 6.250000
2.037500 1.500000 1.400000 0.850000 0.000000 6.250000
3.062500 1.000000 1.400000 0.850000 0.000000 6.250000
3.575000 0.500000 1.400000 0.850000 0.000000 6.250000
3.062500 0.500000 1.400000 0.850000 0.000000 6.250000
4.087500 1.000000 1.400000 0.850000 0.000000 6.250000
4.600000 0.500000 1.400000 0.850000 0.000000 6.250000
4.087500 0.500000 1.400000 0.850000 0.000000 6.250000
3.062500 2.000000 1.400000 0.850000 0.000000 6.250000
3.575000 1.500000 1.400000 0.850000 0.000000 6.250000
3.062500 1.500000 1.400000 0.850000 0.000000 6.250000
4.087500 2.000000 1.400000 0.850000 0.000000 6.250000
4.600000 1.500000 1.400000 0.850000 0.000000 6.250000
4.087500 1.500000 1.400000 0.850000 0.000000 6.250000
1.012500 3.000000 1.400000 0.850000 0.000000 6.250000
1.525000 2.500000 1.400000 0.850000 0.000000 6.250000
1.012500 2.500000 1.400000 0.850000 0.000000 6.250000
2.037500 3.000000 1.400000 0.850000 0.000000 6.250000
2.550000 2.500000 1.400000 0.850000 0.000000 6.250000
2.037500 2.500000 1.400000 0.850000 0.000000 6.250000
1.012500 4.000000 1.400000 0.850000 0.000000 6.250000
1.525000 3.500000 1.400000 0.850000 0.000000 6.250000
1.012500 3.500000 1.400000 0.850000 0.000000 6.250000
2.037500 4.000000 1.400000 0.850000 0.000000 6.250000
2.550000 3.500000 1.400000 0.850000 0.000000 6.250000
2.037500 3.500000 1.400000 0.850000 0.000000 6.250000
3.062500 3.000000 1.400000 0.850000 0.000000 6.250000
3.575000 2.500000 1.400000 0.850000 0.000000 6.250000
3.062500 2.500000 1.400000 0.850000 0.000000 6.250000
4.087500 3.000000 1.400000 0.850000 0.000000 6.250000
4.600000 2.500000 1.400000 0.850000 0.000000 6.250000
4.087500 2.500000 1.400000 0.850000 0.000000 6.250000
3.062500 4.000000 1.400000 0.850000 0.000000 6.250000
3.575000 3.500000 1.400000 0.850000 0.000000 6.250000
3.062500 3.500000 1.400000 0.850000 0.000000 6.250000
4.087500 4.000000 1.400000 0.850000 0.000000 6.250000
4.600000 3.500000 1.400000 0.850000 0.000000 6.250000
4.087500 3.500000 1.400000 0.850000 0.000000 6.250000
5.112500 1.000000 1.400000 0.850000 0.000000 6.250000
5.625000 0.500000 1.400000 0.850000 0.000000 6.250000
5.112500 0.500000 1.400000 0.850000 0.000000 6.250000
5.112500 2.000000 1.400000 0.850000 0.000000 6.250000
5.625000 1.500000 1.400000 0.850000 0.000000 6.250000
5.112500 1.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 5.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 4.500000 1.400000 0.850000 0.000000 6.250000
-0.525000 4.500000 1.400000 0.850000 0.000000 6.250000
-1.037500 4.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 5.000000 1.400000 0.850000 0.000000 6.250000
0.500000 4.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 4.500000 1.400000 0.850000 0.000000 6.250000
1.012500 5.000000 1.400000 0.850000 0.000000 6.250000
1.525000 4.500000 1.400000 0.850000 0.000000 6.250000
1.012500 4.500000 1.400000 0.850000 0.000000 6.250000
2.037500 5.000000 1.400000 0.850000 0.000000 6.250000
2.550000 4.500000 1.400000 0.850000 0.000000 6.250000
2.037500 4.500000 1.400000 0.850000 0.000000 6.250000
-1.806250 -2.500000 1.400000 0.850000 0.000000 6.250000
-1.806250 -2.000000 1.400000 0.850000 0.000000 6.250000
-2.062500 -2.250000 1.400000 0.850000 0.000000 6.250000
-1.550000 -2.250000 1.400000 0.850000 0.000000 6.250000
-1.806250 -2.250000 1.400000 0.850000 0.000000 6.250000
-0.268750 -3.500000 1.400000 0.850000 0.000000 6.250000
-0.268750 -3.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -3.250000 1.400000 0.850000 0.000000 6.250000
-0.012500 -3.250000 1.400000 0.850000 0.000000 6.250000
-0.268750 -3.250000 1.400000 0.850000 0.000000 6.250000
0.243750 -3.500000 1.400000 0.850000 0.000000 6.250000
0.243750 -3.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -3.250000 1.400000 0.850000 0.000000 6.250000
0.243750 -3.250000 1.400000 0.850000 0.000000 6.250000
-1.293750 -3.000000 1.400000 0.850000 0.000000 6.250000
-1.293750 -2.500000 1.400000 0.850000 0.000000 6.250000
-1.550000 -2.750000 1.400000 0.850000 0.000000 6.250000
-1.037500 -2.750000 1.400000 0.850000 0.000000 6.250000
-1.293750 -2.750000 1.400000 0.850000 0.000000 6.250000
-0.781250 -3.000000 1.400000 0.850000 0.000000 6.250000
-0.781250 -2.500000 1.400000 0.850000 0.000000 6.250000
-0.525000 -2.750000 1.400000 0.850000 0.000000 6.250000
-0.781250 -2.750000 1.400000 0.850000 0.000000 6.250000
-1.293750 -2.000000 1.400000 0.850000 0.000000 6.250000
-1.037500 -2.250000 1.400000 0.850000 0.000000 6.250000
-1.293750 -2.250000 1.400000 0.850000 0.000000 6.250000
-0.781250 -2.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -2.250000 1.400000 0.850000 0.000000 6.250000
-0.781250 -2.250000 1.400000 0.850000 0.000000 6.250000
-0.268750 -2.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -2.750000 1.400000 0.850000 0.000000 6.250000
-0.268750 -2.750000 1.400000 0.850000 0.000000 6.250000
0.243750 -2.500000 1.400000 0.850000 -0.000000 6.250000
0.500000 -2.750000 1.400000 0.850000 0.000000 6.250000
0.243750 -2.750000 1.400000 0.850000 0.000000 6.250000
-0.268750 -2.000000 1.400000 0.850000 0.000000 6.250000
-0.012500 -2.250000 1.400000 0.850000 -0.000000 6.250000
-0.268750 -2.250000 1.400000 0.850000 0.000000 6.250000
0.243750 -2.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -2.250000 1.400000 0.850000 -0.000000 6.250000
0.243750 -2.250000 1.400000 0.850000 -0.000000 6.250000
-2.318750 -2.000000 1.400000 0.850000 0.000000 6.250000
-2.318750 -1.500000 1.400000 0.850000 0.000000 6.250000
-2.575000 -1.750000 1.400000 0.850000 0.000000 6.250000
-2.062500 -1.750000 1.400000 0.850000 0.000000 6.250000
-2.318750 -1.750000 1.400000 0.850000 0.000000 6.250000
-1.806250 -1.500000 1.400000 0.850000 0.000000 6.250000
-1.550000 -1.750000 1.400000 0.850000 0.000000 6.250000
-1.806250 -1.750000 1.400000 0.850000 0.000000 6.250000
-2.318750 -1.000000 1.400000 0.850000 0.000000 6.250000
-2.575000 -1.250000 1.400000 0.850000 0.000000 6.250000
-2.062500 -1.250000 1.400000 0.850000 0.000000 6.250000
-2.318750 -1.250000 1.400000 0.850000 0.000000 6.250000
-1.806250 -1.000000 1.400000 0.850000 0.000000 6.250000
-1.550000 -1.250000 1.400000 0.850000 0.000000 6.250000
-1.806250 -1.250000 1.400000 0.850000 0.000000 6.250000
-2.831250 -1.000000 1.400000 0.850000 0.000000 6.250000
-2.831250 -0.500000 1.400000 0.850000 0.000000 6.250000
-3.087500 -0.750000 1.400000 0.850000 0.000000 6.250000
-2.575000 -0.750000 1.400000 0.850000 0.000000 6.250000
-2.831250 -0.750000 1.400000 0.850000 0.000000 6.250000
-2.831250 0.000000 1.400000 0.850000 0.000000 6.250000
-3.087500 -0.250000 1.400000 0.850000 0.000000 6.250000
-2.575000 -0.250000 1.400000 0.850000 0.000000 6.250000
-2.831250 -0.250000 1.400000 0.850000 0.000000 6.250000
-2.318750 -0.500000 1.400000 0.850000 0.000000 6.250000
-2.062500 -0.750000 1.400000 0.850000 0.000000 6.250000
-2.318750 -0.750000 1.400000 0.850000 0.000000 6.250000
-1.806250 -0.500000 1.400000 0.850000 0.000000 6.250000
-1.550000 -0.750000 1.400000 0.850000 0.000000 6.250000
-1.806250 -0.750000 1.400000 0.850000 0.000000 6.250000
