x y rho u v p
2.037500 0.375000 1.400000 0.850000 0.000000 6.250000
1.909375 0.375000 1.400000 0.850000 0.000000 6.250000
2.165625 0.250000 1.400000 0.850000 0.000000 6.250000
2.293750 0.125000 1.400000 0.850000 0.000000 6.250000
2.165625 0.125000 1.400000 0.850000 0.000000 6.250000
2.421875 0.250000 1.400000 0.850000 0.000000 6.250000
2.550000 0.125000 1.400000 0.850000 0.000000 6.250000
2.421875 0.125000 1.400000 0.850000 0.000000 6.250000
2.165625 0.500000 1.400000 0.850000 0.000000 6.250000
2.293750 0.375000 1.400000 0.850000 0.000000 6.250000
2.165625 0.375000 1.400000 0.850000 0.000000 6.250000
2.421875 0.500000 1.400000 0.850000 0.000000 6.250000
2.550000 0.375000 1.400000 0.850000 0.000000 6.250000
2.421875 0.375000 1.400000 0.850000 0.000000 6.250000
1.653125 0.750000 1.400000 0.850000 0.000000 6.250000
1.781250 0.625000 1.400000 0.850000 0.000000 6.250000
1.653125 0.625000 1.400000 0.850000 0.000000 6.250000
1.909375 0.750000 1.400000 0.850000 0.000000 6.250000
2.037500 0.625000 1.400000 0.850000 0.000000 6.250000
1.909375 0.625000 1.400000 0.850000 0.000000 6.250000
1.653125 1.000000 1.400000 0.850000 0.000000 6.250000
1.781250 0.875000 1.400000 0.850000 0.000000 6.250000
1.653125 0.875000 1.400000 0.850000 0.000000 6.250000
1.909375 1.000000 1.400000 0.850000 0.000000 6.250000
2.037500 0.875000 1.400000 0.850000 0.000000 6.250000
1.909375 0.875000 1.400000 0.850000 0.000000 6.250000
2.165625 0.750000 1.400000 0.850000 0.000000 6.250000
2.293750 0.625000 1.400000 0.850000 0.000000 6.250000
2.165625 0.625000 1.400000 0.850000 0.000000 6.250000
2.421875 0.750000 1.400000 0.850000 0.000000 6.250000
2.550000 0.625000 1.400000 0.850000 0.000000 6.250000
2.421875 0.625000 1.400000 0.850000 0.000000 6.250000
2.165625 1.000000 1.400000 0.850000 0.000000 6.250000
2.293750 0.875000 1.400000 0.850000 0.000000 6.250000
2.165625 0.875000 1.400000 0.850000 0.000000 6.250000
2.421875 1.000000 1.400000 0.850000 0.000000 6.250000
2.550000 0.875000 1.400000 0.850000 0.000000 6.250000
2.421875 0.875000 1.400000 0.850000 0.000000 6.250000
0.628125 1.250000 1.400000 0.850000 0.000000 6.250000
0.756250 1.125000 1.400000 0.850000 0.000000 6.250000
0.628125 1.125000 1.400000 0.850000 0.000000 6.250000
0.884375 1.250000 1.400000 0.850000 0.000000 6.250000
1.012500 1.125000 1.400000 0.850000 0.000000 6.250000
0.884375 1.125000 1.400000 0.850000 0.000000 6.250000
0.628125 1.500000 1.400000 0.850000 0.000000 6.250000
0.756250 1.375000 1.400000 0.850000 0.000000 6.250000
0.628125 1.375000 1.400000 0.850000 0.000000 6.250000
0.884375 1.500000 1.400000 0.850000 0.000000 6.250000
1.012500 1.375000 1.400000 0.850000 -0.000000 6.250000
0.884375 1.375000 1.400000 0.850000 0.000000 6.250000
1.140625 1.250000 1.400000 0.850000 -0.000000 6.250000
1.268750 1.125000 1.400000 0.850000 0.000000 6.250000
1.140625 1.125000 1.400000 0.850000 0.000000 6.250000
1.396875 1.250000 1.400000 0.850000 0.000000 6.250000
1.525000 1.125000 1.400000 0.850000 0.000000 6.250000
1.396875 1.125000 1.400000 0.850000 0.000000 6.250000
1.140625 1.500000 1.400000 0.850000 0.000000 6.250000
1.268750 1.375000 1.400000 0.850000 0.000000 6.250000
1.140625 1.375000 1.400000 0.850000 -0.000000 6.250000
1.396875 1.500000 1.400000 0.850000 0.000000 6.250000
1.525000 1.375000 1.400000 0.850000 0.000000 6.250000
1.396875 1.375000 1.400000 0.850000 0.000000 6.250000
0.628125 1.750000 1.400000 0.850000 0.000000 6.250000
0.756250 1.625000 1.400000 0.850000 0.000000 6.250000
0.628125 1.625000 1.400000 0.850000 0.000000 6.250000
0.884375 1.750000 1.400000 0.850000 0.000000 6.250000
1.012500 1.625000 1.400000 0.850000 0.000000 6.250000
0.884375 1.625000 1.400000 0.850000 0.000000 6.250000
0.628125 2.000000 1.400000 0.850000 0.000000 6.250000
0.756250 1.875000 1.400000 0.850000 0.000000 6.250000
0.628125 1.875000 1.400000 0.850000 0.000000 6.250000
0.884375 2.000000 1.400000 0.850000 0.000000 6.250000
1.012500 1.875000 1.400000 0.850000 0.000000 6.250000
0.884375 1.875000 1.400000 0.850000 0.000000 6.250000
1.140625 1.750000 1.400000 0.850000 0.000000 6.250000
1.268750 1.625000 1.400000 0.850000 0.000000 6.250000
1.140625 1.625000 1.400000 0.850000 0.000000 6.250000
1.396875 1.750000 1.400000 0.850000 0.000000 6.250000
1.525000 1.625000 1.400000 0.850000 0.000000 6.250000
1.396875 1.625000 1.400000 0.850000 0.000000 6.250000
1.140625 2.000000 1.400000 0.850000 0.000000 6.250000
1.268750 1.875000 1.400000 0.850000 0.000000 6.250000
1.140625 1.875000 1.400000 0.850000 0.000000 6.250000
1.396875 2.000000 1.400000 0.850000 0.000000 6.250000
1.525000 1.875000 1.400000 0.850000 0.000000 6.250000
1.396875 1.875000 1.400000 0.850000 0.000000 6.250000
1.653125 1.250000 1.400000 0.850000 0.000000 6.250000
1.781250 1.125000 1.400000 0.850000 0.000000 6.250000
1.653125 1.125000 1.400000 0.850000 0.000000 6.250000
1.909375 1.250000 1.400000 0.850000 0.000000 6.250000
2.037500 1.125000 1.400000 0.850000 0.000000 6.250000
1.909375 1.125000 1.400000 0.850000 0.000000 6.250000
1.653125 1.500000 1.400000 0.850000 0.000000 6.250000
1.781250 1.375000 1.400000 0.850000 0.000000 6.250000
1.653125 1.375000 1.400000 0.850000 0.000000 6.250000
1.909375 1.500000 1.400000 0.850000 0.000000 6.250000
2.037500 1.375000 1.400000 0.850000 0.000000 6.250000
1.909375 1.375000 1.400000 0.850000 0.000000 6.250000
2.165625 1.250000 1.400000 0.850000 0.000000 6.250000
2.293750 1.125000 1.400000 0.850000 0.000000 6.250000
2.165625 1.125000 1.400000 0.850000 0.000000 6.250000
2.421875 1.250000 1.400000 0.850000 0.000000 6.250000
2.550000 1.125000 1.400000 0.850000 0.000000 6.250000
2.421875 1.125000 1.400000 0.850000 0.000000 6.250000
2.165625 1.500000 1.400000 0.850000 0.000000 6.250000
2.293750 1.375000 1.400000 0.850000 0.000000 6.250000
2.165625 1.375000 1.400000 0.850000 0.000000 6.250000
1.653125 1.750000 1.400000 0.850000 0.000000 6.250000
1.781250 1.625000 1.400000 0.850000 0.000000 6.250000
1.653125 1.625000 1.400000 0.850000 0.000000 6.250000
1.909375 1.750000 1.400000 0.850000 0.000000 6.250000
2.037500 1.625000 1.400000 0.850000 0.000000 6.250000
1.909375 1.625000 1.400000 0.850000 0.000000 6.250000
2.678125 0.250000 1.400000 0.850000 0.000000 6.250000
2.806250 0.125000 1.400000 0.850000 0.000000 6.250000
2.678125 0.125000 1.400000 0.850000 0.000000 6.250000
2.678125 0.500000 1.400000 0.850000 0.000000 6.250000
2.806250 0.375000 1.400000 0.850000 0.000000 6.250000
2.678125 0.375000 1.400000 0.850000 0.000000 6.250000
0.628125 2.250000 1.400000 0.850000 0.000000 6.250000
0.756250 2.125000 1.400000 0.850000 0.000000 6.250000
0.628125 2.125000 1.400000 0.850000 0.000000 6.250000
0.884375 2.250000 1.400000 0.850000 0.000000 6.250000
1.012500 2.125000 1.400000 0.850000 0.000000 6.250000
0.884375 2.125000 1.400000 0.850000 0.000000 6.250000
-0.332813 -1.125000 1.400000 0.850000 0.000000 6.250000
-0.332813 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.396875 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.268750 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.332813 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.076563 -1.250000 1.400000 0.850000 -0.000000 6.250000
-0.076563 -1.125000 1.400000 0.850000 0.000000 6.250000
-0.140625 -1.187500 1.400000 0.850000 0.000000 6.250000
-0.012500 -1.187500 1.400000 0.850000 0.000000 6.250000
-0.076563 -1.187500 1.400000 0.850000 0.000000 6.250000
-0.204687 -1.125000 1.400000 0.850000 0.000000 6.250000
-0.204687 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.140625 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.204687 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.076563 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.012500 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.076563 -1.062500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.375000 1.400000 0.850000 0.000000 6.250000
0.307812 -1.250000 1.400000 0.850000 0.000000 6.250000
0.243750 -1.312500 1.400000 0.850000 0.000000 6.250000
0.371875 -1.312500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.312500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.375000 1.400000 0.850000 0.000000 6.250000
0.435937 -1.250000 1.400000 0.850000 0.000000 6.250000
0.500000 -1.312500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.312500 1.400000 0.850000 0.000000 6.250000
0.051562 -1.250000 1.400000 0.850000 0.000000 6.250000
0.051562 -1.125000 1.400000 0.850000 0.000000 6.250000
0.115625 -1.187500 1.400000 0.850000 0.000000 6.250000
0.051562 -1.187500 1.400000 0.850000 0.000000 6.250000
0.179688 -1.250000 1.400000 0.850000 0.000000 6.250000
0.179688 -1.125000 1.400000 0.850000 0.000000 6.250000
0.243750 -1.187500 1.400000 0.850000 0.000000 6.250000
0.179688 -1.187500 1.400000 0.850000 0.000000 6.250000
0.051562 -1.000000 1.400000 0.850000 0.000000 6.250000
0.115625 -1.062500 1.400000 0.850000 0.000000 6.250000
0.051562 -1.062500 1.400000 0.850000 0.000000 6.250000
0.179688 -1.000000 1.400000 0.850000 0.000000 6.250000
0.243750 -1.062500 1.400000 0.850000 0.000000 6.250000
0.179688 -1.062500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.125000 1.400000 0.850000 0.000000 6.250000
0.371875 -1.187500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.187500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.125000 1.400000 0.850000 0.000000 6.250000
0.500000 -1.187500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.187500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.000000 1.400000 0.850000 0.000000 6.250000
0.371875 -1.062500 1.400000 0.850000 0.000000 6.250000
0.307812 -1.062500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.000000 1.400000 0.850000 0.000000 6.250000
0.500000 -1.062500 1.400000 0.850000 0.000000 6.250000
0.435937 -1.062500 1.400000 0.850000 0.000000 6.250000
-0.589063 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.875000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.909375 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.909375 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.250000 1.400000 0.850000 0.000000 6.250000
-1.037500 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.909375 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.125000 1.400000 0.850000 0.000000 6.250000
-1.037500 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.909375 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.973437 0.000000 1.400000 0.850000 0.000000 6.250000
-1.037500 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.909375 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.973437 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.845313 0.000000 1.400000 0.850000 0.000000 6.250000
-0.781250 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.845313 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.717187 0.000000 1.400000 0.850000 0.000000 6.250000
-0.653125 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.717187 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.589063 0.000000 1.400000 0.850000 0.000000 6.250000
-0.525000 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.589063 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.460938 -1.000000 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.875000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.875000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.875000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.875000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.937500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.750000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.812500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.625000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.687500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.500000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.562500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.875000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.937500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.937500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.875000 1.400000 0.850000 0.000000 6.250000
0.243750 -0.937500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.937500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.750000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.812500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.812500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.750000 1.400000 0.850000 0.000000 6.250000
0.243750 -0.812500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.812500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.875000 1.400000 0.850000 0.000000 6.250000
0.371875 -0.937500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.937500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.875000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.937500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.937500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.750000 1.400000 0.850000 0.000000 6.250000
0.371875 -0.812500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.812500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.750000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.812500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.812500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.625000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.687500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.687500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.625000 1.400000 0.850000 0.000000 6.250000
0.243750 -0.687500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.687500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.500000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.562500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.562500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.500000 1.400000 0.850000 0.000000 6.250000
0.243750 -0.562500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.562500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.625000 1.400000 0.850000 0.000000 6.250000
0.371875 -0.687500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.687500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.625000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.687500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.687500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.500000 1.400000 0.850000 0.000000 6.250000
0.371875 -0.562500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.562500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.500000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.562500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.562500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.375000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.437500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.250000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.312500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.460938 0.000000 1.400000 0.850000 0.000000 6.250000
-0.396875 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.460938 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.332813 0.000000 1.400000 0.850000 0.000000 6.250000
-0.268750 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.332813 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.125000 1.400000 0.850000 0.000000 6.250000
-0.012500 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.076563 -0.187500 1.400000 0.850000 0.000000 6.250000
-0.204687 0.000000 1.400000 0.850000 0.000000 6.250000
-0.140625 -0.062500 1.400000 0.850000 0.000000 6.250000
-0.204687 -0.062500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.375000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.437500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.437500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.375000 1.400000 0.850000 0.000000 6.250000
0.243750 -0.437500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.437500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.250000 1.400000 0.850000 0.000000 6.250000
0.115625 -0.312500 1.400000 0.850000 0.000000 6.250000
0.051562 -0.312500 1.400000 0.850000 0.000000 6.250000
0.243750 -0.312500 1.400000 0.850000 0.000000 6.250000
0.179688 -0.312500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.375000 1.400000 0.850000 0.000000 6.250000
0.371875 -0.437500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.437500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.375000 1.400000 0.850000 0.000000 6.250000
0.500000 -0.437500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.437500 1.400000 0.850000 0.000000 6.250000
0.371875 -0.312500 1.400000 0.850000 0.000000 6.250000
0.307812 -0.312500 1.400000 0.850000 -0.000000 6.250000
0.500000 -0.312500 1.400000 0.850000 0.000000 6.250000
0.435937 -0.312500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.375000 1.400000 0.850000 0.000000 6.250000
0.564063 -1.250000 1.400000 0.850000 0.000000 6.250000
0.628125 -1.312500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.312500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.125000 1.400000 0.850000 0.000000 6.250000
0.628125 -1.187500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.187500 1.400000 0.850000 0.000000 6.250000
0.692187 -1.250000 1.400000 0.850000 0.000000 6.250000
0.692187 -1.125000 1.400000 0.850000 0.000000 6.250000
0.756250 -1.187500 1.400000 0.850000 0.000000 6.250000
0.692187 -1.187500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.000000 1.400000 0.850000 0.000000 6.250000
0.628125 -1.062500 1.400000 0.850000 0.000000 6.250000
0.564063 -1.062500 1.400000 0.850000 0.000000 6.250000
0.692187 -1.000000 1.400000 0.850000 0.000000 6.250000
0.756250 -1.062500 1.400000 0.850000 0.000000 6.250000
0.692187 -1.062500 1.400000 0.850000 0.000000 6.250000
0.820312 -1.250000 1.400000 0.850000 0.000000 6.250000
0.820312 -1.125000 1.400000 0.850000 0.000000 6.250000
0.884375 -1.187500 1.400000 0.850000 0.000000 6.250000
0.820312 -1.187500 1.400000 0.850000 0.000000 6.250000
0.948438 -1.250000 1.400000 0.850000 0.000000 6.250000
0.948438 -1.125000 1.400000 0.850000 0.000000 6.250000
1.012500 -1.187500 1.400000 0.850000 0.000000 6.250000
0.948438 -1.187500 1.400000 0.850000 0.000000 6.250000
0.820312 -1.000000 1.400000 0.850000 0.000000 6.250000
0.884375 -1.062500 1.400000 0.850000 0.000000 6.250000
0.820312 -1.062500 1.400000 0.850000 0.000000 6.250000
0.948438 -1.000000 1.400000 0.850000 0.000000 6.250000
1.012500 -1.062500 1.400000 0.850000 0.000000 6.250000
0.948438 -1.062500 1.400000 0.850000 0.000000 6.250000
